badflag,customer_data_quality_flag,last_payment_amount,current_payment_method_fdd,pay_12m_balance_ratio,total_days_in_collection,total_balance,debt_age_weeks,analysis_date,new_account_number
0,1,75,1,-5.234657,0,122.96,5,30/09/2022,9907
1,0,0,0,,51,269.94,10,30/09/2022,9908
1,0,0,0,,329,84.42,67,30/09/2022,9909
0,0,0,0,-9.68444,131,35.95,4,30/09/2022,9910
0,0,150.55,1,-6.801798,0,109.02,7,30/09/2022,9911
1,1,0,0,,184,210.58,58,30/09/2022,9912
1,1,0,0,,115,1993.78,179,30/09/2022,9913
1,1,0,0,-0.14655374,226,5312.28,74,30/09/2022,9914
0,0,0,0,,193,218.81,32,30/09/2022,9915
0,1,291.21,1,-1.3447452,0,1909.36,55,30/09/2022,9916
1,1,0,0,,329,1654.91,128,30/09/2022,9917
0,0,200,1,-0.907205,0,1936.98,15,30/09/2022,9918
1,1,0,0,,,1128.09,32,30/09/2022,9919
0,0,0,0,-0.5749152,190,529.21,32,30/09/2022,9920
1,1,0,0,,314,3626.79,33,30/09/2022,9921
0,1,0,0,-5.9641395,51,148.95,3,30/09/2022,9922
1,0,0,0,,329,1136.87,48,30/09/2022,9923
0,1,120,1,-1.7337328,0,457.2,13,30/09/2022,9924
0,1,158.06,1,-15.601136,0,62.18,9,30/09/2022,9925
0,1,197.25,1,-14.4838505,0,83.19,8,30/09/2022,9926
1,0,0,0,,313,65.39,52,30/09/2022,9927
1,0,0,0,,,443.53,46,30/09/2022,9928
0,1,0,0,-3.5532994,276,187,4,30/09/2022,9929
0,0,67.16,0,-3.2894068,20,64.67,5,30/09/2022,9930
0,1,119.69,1,-15.687158,0,42.87,0,30/09/2022,9931
0,1,148.46,1,-1.6053544,0,477.07,15,30/09/2022,9932
0,0,0,0,-8.029892,0,279.38,1,30/09/2022,9933
0,1,76.89,1,-69.74286,0,1.2,2,30/09/2022,9934
0,1,0,0,-4.6163893,95,95.68,5,30/09/2022,9935
0,1,0,0,-30.648195,0,25.19,0,30/09/2022,9936
0,1,261.42,1,-5.786428,0,286.2,0,30/09/2022,9937
0,1,0,0,-30.009201,2,32.39,0,30/09/2022,9938
0,0,0,0,-1.8884343,74,146.41,5,30/09/2022,9939
1,0,0,0,-0.08292256,176,1075.35,29,30/09/2022,9940
0,1,0,0,-0.888217,302,519.15,12,30/09/2022,9941
1,1,300,1,-0.5083526,0,2684.98,15,30/09/2022,9942
1,1,0,0,,329,1172.21,129,30/09/2022,9943
0,1,184.34,1,-5.813881,0,279.17,7,30/09/2022,9944
0,1,0,0,-8.771911,195,44.54,0,30/09/2022,9945
0,1,0,0,-0.3575466,267,1131.11,39,30/09/2022,9946
1,1,100,0,-1.347828,313,1800.32,18,30/09/2022,9947
1,1,0,0,,329,3764.93,140,30/09/2022,9948
0,1,50,0,-0.12127335,0,653.13,22,30/09/2022,9949
0,1,0,0,-7.499231,0,55.02,1,30/09/2022,9950
0,1,90.23,1,-7.307223,0,96.47,5,30/09/2022,9951
1,1,0,0,-0.65030277,265,726.58,11,30/09/2022,9952
0,1,0,0,-0.38731194,237,2424.73,32,30/09/2022,9953
0,0,100,1,-6.4165983,0,172.91,18,30/09/2022,9954
0,1,86.47,1,-11.299951,0,51.01,1,30/09/2022,9955
0,1,0,0,-9.093409,187,135.49,11,30/09/2022,9956
0,1,100,0,-6.9561176,252,75,12,30/09/2022,9957
1,0,0,0,,60,265.7,12,30/09/2022,9958
0,1,0,0,-5.170517,41,80.9,2,30/09/2022,9959
0,1,0,0,-0.59724814,218,2293.9,0,30/09/2022,9960
0,1,0,0,-3.8234723,46,144.31,4,30/09/2022,9961
0,0,0,0,-16.520378,0,73.67,0,30/09/2022,9962
1,0,0,0,,329,1383.45,113,30/09/2022,9963
0,1,0,0,-2.531983,270,440.24,11,30/09/2022,9964
0,1,70,0,-4.2905006,194,132.96,9,30/09/2022,9965
0,1,61,1,-10.270072,0,44.43,3,30/09/2022,9966
0,1,20,1,-4.2779727,39,9.93,5,30/09/2022,9967
0,0,152.45,1,-3.1104743,0,335.51,10,30/09/2022,9968
0,0,113,1,-11.212121,0,85.7,0,30/09/2022,9969
1,0,38.67,0,-3.9037468,0,98.36,3,30/09/2022,9970
1,1,0,0,-4.076802,170,28.02,27,30/09/2022,9971
0,0,0,0,-7.5085154,78,81.6,2,30/09/2022,9972
1,0,0,0,,166,2862.25,27,30/09/2022,9973
0,0,0,0,-10.174168,9,47.99,3,30/09/2022,9974
0,1,0,0,-16.790045,9,83.21,2,30/09/2022,9975
0,1,0,0,-23.88897,95,59.53,4,30/09/2022,9976
1,1,0,0,,115,535.02,253,30/09/2022,9977
0,1,233.37,1,-6.333183,0,278.34,6,30/09/2022,9978
0,1,0,0,-3.610687,62,121,6,30/09/2022,9979
0,0,111.02,1,-10.604873,0,83.59,3,30/09/2022,9980
0,1,0,0,-12.956936,81,102.39,0,30/09/2022,9981
1,1,0,0,,35,903.16,7,30/09/2022,9982
0,1,129.14,1,-17.996466,0,74.88,0,30/09/2022,9983
0,1,75,1,-8.144796,0,56.3,12,30/09/2022,9984
0,0,60,1,,12,45.33,3,30/09/2022,9985
0,1,0,0,-0.15778816,311,780.11,47,30/09/2022,9986
0,0,125.22,1,-4.8932114,0,141.14,16,30/09/2022,9987
1,0,0,0,,142,107.72,24,30/09/2022,9988
1,1,68.86,0,-0.1351461,329,359.97,29,30/09/2022,9989
1,1,0,0,,0,0.01,30,30/09/2022,9990
1,1,0,0,,,44.31,50,30/09/2022,9991
0,0,0,0,,98,483.77,17,30/09/2022,9992
0,1,221.16,1,-9.867403,0,187.44,0,30/09/2022,9993
0,1,0,0,-5.680736,0,39.99,0,30/09/2022,9994
0,1,150,1,-5.1296444,0,263.44,21,30/09/2022,9995
0,1,0,0,-2.6262038,54,161.35,7,30/09/2022,9996
0,1,179.72,1,-5.102453,0,246.41,10,30/09/2022,9997
0,1,99,1,-17.92211,0,40.07,2,30/09/2022,9998
1,0,0,0,,80,65.14,15,30/09/2022,9999
0,0,0,0,-19.21553,70,40.48,1,30/09/2022,10000
0,1,0,0,-0.14269435,336,5817.14,150,31/10/2022,10001
0,1,0,0,-3.20021,319,713.39,8,31/10/2022,10002
0,1,0,0,,266,146.25,27,31/10/2022,10003
0,1,0,0,-1.5034047,18,329.23,4,31/10/2022,10004
0,1,0,0,-27.496464,3,25.35,0,31/10/2022,10005
1,0,0,0,,,2.04,18,31/10/2022,10006
0,1,218.77,1,-33.60322,0,57.04,2,31/10/2022,10007
1,0,0,0,,0,8,28,31/10/2022,10008
1,0,0,0,,164,60,27,31/10/2022,10009
0,1,0,0,-19.942041,0,12.43,0,31/10/2022,10010
0,1,0,0,-17.206448,104,55.15,3,31/10/2022,10011
1,1,0,0,-1.3315966,109,1057.14,20,31/10/2022,10012
0,0,0,0,-10.858144,46,47.1,1,31/10/2022,10013
1,1,0,0,,211,1179.97,52,31/10/2022,10014
0,1,0,0,-27.177544,0,21.26,0,31/10/2022,10015
1,1,0,0,,177,492.59,178,31/10/2022,10016
0,0,0,0,,80,174.49,19,31/10/2022,10017
1,1,0,0,-2.2943208,,360.48,13,31/10/2022,10018
0,1,0,0,-4.781445,27,46.05,1,31/10/2022,10019
0,1,25.97,1,-41.004223,0,6.58,5,31/10/2022,10020
1,0,0,0,,161,201.39,27,31/10/2022,10021
0,1,57.26,1,-37.302074,0,1.09,0,31/10/2022,10022
0,1,147.18,1,-3.4368298,0,372.3,14,31/10/2022,10023
1,0,0,0,-0.30530417,308,4073.96,47,31/10/2022,10024
1,1,0,0,-0.35209554,332,1222.62,35,31/10/2022,10025
0,1,0,0,-54.596916,174,13.99,0,31/10/2022,10026
0,1,0,0,-35.585506,12,2.28,0,31/10/2022,10027
0,0,0,0,-7.2613416,0,338.28,0,31/10/2022,10028
0,0,40,1,-0.42981702,126,152.86,20,31/10/2022,10029
0,1,0,0,-19.078918,225,53.99,0,31/10/2022,10030
0,1,128.06,1,-1.2512721,0,780.06,4,31/10/2022,10031
0,0,0,0,,0,43.1,0,31/10/2022,10032
0,1,0,0,-22.460548,0,32.71,0,31/10/2022,10033
0,0,57.66,1,-24.555313,0,3.74,2,31/10/2022,10034
0,0,0,0,-24.281778,0,21.94,0,31/10/2022,10035
0,1,73.68,1,-7.2827373,0,126.77,7,31/10/2022,10036
0,0,280.15,1,-17.644508,0,121.48,6,31/10/2022,10037
1,0,0,0,,177,471.71,28,31/10/2022,10038
0,0,130,1,-21.463408,0,56.68,4,31/10/2022,10039
0,1,0,0,-18.61167,23,49.64,3,31/10/2022,10040
1,1,0,0,-10.990991,0,1.1,17,31/10/2022,10041
0,1,245.85,1,-2.2274077,0,684.26,22,31/10/2022,10042
1,0,0,0,-0.02219682,47,891.03,9,31/10/2022,10043
0,0,0,1,-4.6846237,4,18.03,2,31/10/2022,10044
0,1,30,0,-1.3014283,305,447.19,34,31/10/2022,10045
0,1,80,0,-1.5877994,336,500.14,18,31/10/2022,10046
0,1,0,0,-49.400345,0,1.59,0,31/10/2022,10047
0,1,0,0,-18.22723,77,84.09,0,31/10/2022,10048
0,1,0,0,-2.143715,98,489.6,18,31/10/2022,10049
1,1,0,0,-3.154041,133,25.51,25,31/10/2022,10050
0,0,0,0,-8.8305235,0,204.13,1,31/10/2022,10051
0,1,138.19,1,-32.016308,0,21.27,3,31/10/2022,10052
1,0,0,0,,70,1300.71,13,31/10/2022,10053
0,0,44.04,1,-14.494174,0,81.83,0,31/10/2022,10054
0,0,147.41,1,-2.7466977,0,399.55,22,31/10/2022,10055
0,1,5.62,1,-3.3004646,0,84.72,2,31/10/2022,10056
0,1,198.49,1,-8.57324,0,164.22,7,31/10/2022,10057
0,1,85.53,0,-18.011896,75,65.65,0,31/10/2022,10058
0,1,31.68,1,-5.4906716,0,156.16,10,31/10/2022,10059
0,1,60,1,-6.9437246,170,86.49,2,31/10/2022,10060
0,1,0,0,-21.039736,179,34.04,0,31/10/2022,10061
1,0,0,0,,,922.97,13,31/10/2022,10062
0,1,0,0,-2.0819867,226,361.28,5,31/10/2022,10063
0,1,60,1,-6.9437246,170,86.49,2,31/10/2022,10064
0,1,0,0,-17.397348,0,66.96,1,31/10/2022,10065
1,1,0,0,-0.19390868,311,376.78,38,31/10/2022,10066
0,1,0,0,-1.0473639,337,1553.64,60,31/10/2022,10067
1,1,0,0,,211,5293.71,87,31/10/2022,10068
0,1,3500,1,-0.8044742,0,22481.71,22,31/10/2022,10069
1,1,0,0,-0.53953105,,1194.75,12,31/10/2022,10070
0,1,0,0,-9.721873,8,18.62,2,31/10/2022,10071
0,1,0,1,-21.109251,39,13.89,4,31/10/2022,10072
0,1,0,0,-11.163947,0,66,4,31/10/2022,10073
0,0,0,0,-21.031744,128,45.13,3,31/10/2022,10074
1,1,0,0,-1.1322464,,56.24,9,31/10/2022,10075
0,1,17.56,1,-0.91903746,92,145.01,7,31/10/2022,10076
0,1,113.79,1,-4.8335924,0,157.12,9,31/10/2022,10077
0,0,60.82,1,-0.57639104,0,55.06,0,31/10/2022,10078
1,0,0,0,,304,2360.48,43,31/10/2022,10079
1,0,0,0,,268,81.08,16,31/10/2022,10080
1,0,0,0,,149,160.26,14,31/10/2022,10081
0,1,193.17,1,-21.405941,0,54.64,4,31/10/2022,10082
1,1,20,1,-0.01751702,,5127.86,139,31/10/2022,10083
0,0,0,0,-25.064993,0,32.62,0,31/10/2022,10084
0,1,0,0,-3.0271924,319,250,9,31/10/2022,10085
0,0,0,0,,72,146.23,10,31/10/2022,10086
0,1,125.34,1,-22.102161,0,90.43,3,31/10/2022,10087
0,1,0,0,-7.6973896,0,70.83,1,31/10/2022,10088
0,1,0,0,-0.07552273,141,1380.31,111,31/10/2022,10089
1,1,0,0,,336,4096.1,55,31/10/2022,10090
0,0,0,0,-0.38799077,3,93.92,2,31/10/2022,10091
1,1,0,0,,146,48.79,29,31/10/2022,10092
0,0,0,0,-1.5255624,0,34.01,0,31/10/2022,10093
1,1,5,0,-0.11235594,,613.02,9,31/10/2022,10094
0,1,0,1,-7.5027747,131,35.05,3,31/10/2022,10095
0,1,0,0,-1.821054,15,532.51,1,31/10/2022,10096
0,1,0,0,-3.0810945,245,192.85,15,31/10/2022,10097
0,1,0,0,-6.9507747,71,121.03,1,31/10/2022,10098
0,1,0,0,-8.495859,214,161.46,2,31/10/2022,10099
0,1,0,0,-14.518645,5,13.33,2,31/10/2022,10100
0,0,0,0,-2.7344844,16,97.15,3,31/10/2022,10101
0,1,0,0,,,864.08,17,31/10/2022,10102
0,1,0,0,-10.918242,169,160.26,1,31/10/2022,10103
0,1,0,0,-16.387178,0,37.11,0,31/10/2022,10104
0,1,0,0,-8.397961,20,49.83,0,31/10/2022,10105
0,1,0,0,-0.6766399,308,396.42,16,31/10/2022,10106
0,1,0,0,-1.2868023,299,429.85,17,31/10/2022,10107
0,1,0,0,-6.739737,257,136.89,4,31/10/2022,10108
0,1,0,1,-10.850538,140,34.56,1,31/10/2022,10109
0,0,100,1,-2.6414638,0,296.05,4,31/10/2022,10110
0,0,73.06,1,-2.7548294,0,600.31,20,31/10/2022,10111
0,1,0,0,-15.78291,214,72.27,2,31/10/2022,10112
0,0,102.23,1,-0.36195287,20,108.8,5,31/10/2022,10113
0,1,16.62,0,-0.9077576,336,826.6,58,31/10/2022,10114
0,0,0,1,,20,32.95,5,31/10/2022,10115
0,1,91.65,1,-142.67598,0,0.03,0,31/10/2022,10116
0,1,19.33,1,-22.941427,16,18.17,1,31/10/2022,10117
0,1,207,0,-25.34228,122,15.71,4,31/10/2022,10118
1,1,0,0,-0.24286923,191,3547.47,31,31/10/2022,10119
0,1,200.58,1,-1.5823216,0,817,15,31/10/2022,10120
0,0,0,0,-13.178655,17,33.1,2,31/10/2022,10121
1,0,0,0,,336,1010.35,71,31/10/2022,10122
1,0,0,0,,126,755.37,22,31/10/2022,10123
0,0,5.72,1,-25.165518,0,13.2,4,31/10/2022,10124
1,1,0,0,-0.3009184,,820.79,12,31/10/2022,10125
0,1,0,0,-2.294727,285,608.81,10,31/10/2022,10126
0,0,0,0,-0.76127064,0,52.33,1,31/10/2022,10127
0,0,0,0,-5.922872,164,241.53,11,31/10/2022,10128
0,0,0,0,-9.208692,136,134.28,0,31/10/2022,10129
0,1,2.74,1,-7.57539,0,70.78,0,31/10/2022,10130
1,0,0,0,,336,174.23,103,31/10/2022,10131
0,1,224.36,1,-4.7983985,39,184.79,4,31/10/2022,10132
0,1,0,0,-0.080076315,219,9718.22,204,31/10/2022,10133
0,1,74.82,1,-1.1137855,336,402.97,35,31/10/2022,10134
0,1,0,0,-40.11228,0,6.12,0,31/10/2022,10135
0,1,0,0,-10.158336,48,34.21,1,31/10/2022,10136
0,1,62.43,1,-7.219653,0,111.1,6,31/10/2022,10137
0,1,511.71,1,-9.042261,0,477.21,4,31/10/2022,10138
1,1,172.24,1,-0.42417994,0,4868.59,3,31/10/2022,10139
0,0,0,0,-24.169582,82,29.45,0,31/10/2022,10140
1,0,0,0,,134,27.25,40,31/10/2022,10141
0,1,94.64,1,-83.34406,0,8.95,4,31/10/2022,10142
1,0,0,0,,251,2621.95,45,31/10/2022,10143
0,0,0,0,-0.1228741,10,165.22,0,31/10/2022,10144
0,0,64.1,1,-3.2804735,0,101.49,0,31/10/2022,10145
0,1,0,0,-0.45584294,87,844.79,1,31/10/2022,10146
0,1,36,0,-3.2008085,206,74.11,21,31/10/2022,10147
0,1,0,0,-9.56767,56,151.89,0,31/10/2022,10148
0,1,52.74,1,-94.888885,0,2.24,3,31/10/2022,10149
0,0,0,0,-0.7531348,0,15.52,0,31/10/2022,10150
0,1,11.7,1,-13.359612,0,28.18,3,31/10/2022,10151
0,1,140.98,1,-28.37122,0,24.05,3,31/10/2022,10152
0,1,55,1,-33.72204,0,5.11,4,31/10/2022,10153
1,1,0,0,,252,142.03,50,31/10/2022,10154
0,1,0,0,-10.721877,143,107.61,0,31/10/2022,10155
0,0,0,0,-1.212508,0,194.51,1,31/10/2022,10156
0,1,0,0,-13.281353,31,86.96,0,31/10/2022,10157
0,1,0,0,-4.563601,,117.75,8,31/10/2022,10158
0,1,0,0,-16.440578,93,12.13,2,31/10/2022,10159
0,0,0,0,-29.050205,1,14.3,1,31/10/2022,10160
1,0,0,0,,,65.16,53,31/10/2022,10161
0,1,234.71,1,-20.696749,0,62.91,4,31/10/2022,10162
0,1,0,1,-0.70299685,336,953.02,33,31/10/2022,10163
1,1,0,0,,,818.23,12,31/10/2022,10164
1,0,0,0,,336,658.15,55,31/10/2022,10165
0,0,0,0,,336,1461.9,99,31/10/2022,10166
0,1,0,0,-4.5663815,98,202.86,2,31/10/2022,10167
0,1,61.46,1,-19.125881,109,16.93,3,31/10/2022,10168
0,1,118.52,1,-4.0505204,0,212.88,15,31/10/2022,10169
1,1,0,0,,141,5075.96,235,31/10/2022,10170
0,1,0,0,-12.353159,57,243.71,2,31/10/2022,10171
0,1,136.25,1,-55.61866,0,14.65,0,31/10/2022,10172
0,1,7.13,1,-26.10581,0,15.99,8,31/10/2022,10173
0,0,0,0,-12.874796,249,45.11,3,31/10/2022,10174
0,0,0,0,,16,164.1,4,31/10/2022,10175
0,1,66.96,1,-5.1597056,0,151.61,2,31/10/2022,10176
0,1,101.53,1,-6.1879706,0,165.24,1,31/10/2022,10177
0,0,0,0,-35.235718,0,3.83,0,31/10/2022,10178
0,1,79.8,1,-10.292961,0,98.82,6,31/10/2022,10179
0,1,3.52,1,-8.7488,0,46.25,1,31/10/2022,10180
0,0,0,0,,93,7238.68,53,31/10/2022,10181
1,1,0,0,-0.89486533,171,587.9,26,31/10/2022,10182
0,1,0,0,-11.705879,236,162.99,2,31/10/2022,10183
1,1,0,0,,217,110.75,36,31/10/2022,10184
0,0,422.45,1,-1.9130123,0,1117.86,17,31/10/2022,10185
1,0,0,0,,5,60,3,31/10/2022,10186
0,0,98.64,1,-0.3581427,252,755.84,30,31/10/2022,10187
0,1,397.39,1,-4.9039307,0,439.05,13,31/10/2022,10188
0,0,0,0,-35.31167,14,14,4,31/10/2022,10189
0,1,50.58,1,-3.6123939,0,158.47,12,31/10/2022,10190
0,1,183,1,-17.27387,0,137.15,0,31/10/2022,10191
0,0,0,0,-4.249537,175,232.93,9,31/10/2022,10192
0,0,0,0,-18.983816,0,66,4,31/10/2022,10193
0,1,0,0,-3.649265,173,68.92,0,31/10/2022,10194
1,1,0,0,,321,495.05,37,31/10/2022,10195
0,0,0,0,,106,191.19,17,31/10/2022,10196
1,0,0,0,,336,509.83,129,31/10/2022,10197
0,1,0,0,-51.323856,85,10.75,2,31/10/2022,10198
0,1,177.71,1,-4.8832674,0,174.61,0,31/10/2022,10199
0,1,0,0,,220,43.38,31,31/10/2022,10200
0,1,0,0,-1.5613761,290,226.33,2,31/10/2022,10201
0,0,0,0,-1.5854899,25,1010.94,5,31/10/2022,10202
1,1,0,0,-2.6876163,,38.37,13,31/10/2022,10203
1,1,0,0,,298,27.95,28,31/10/2022,10204
0,0,0,0,-10.165799,173,166.72,3,31/10/2022,10205
0,1,0,0,-16.666666,0,20.6,0,31/10/2022,10206
0,1,34,1,-3.345798,104,65.68,14,31/10/2022,10207
1,1,0,0,-0.16125394,176,1186.87,29,31/10/2022,10208
0,0,0,0,-39.62497,90,30.53,0,31/10/2022,10209
0,1,283.83,1,-19.12516,0,21.32,2,31/10/2022,10210
0,1,0,1,-9.229652,148,47.87,3,31/10/2022,10211
0,1,372.68,1,-16.805202,0,145.29,3,31/10/2022,10212
0,1,135.66,1,-3.027862,0,286.46,4,31/10/2022,10213
0,1,73.42,1,-17.880455,0,21.62,6,31/10/2022,10214
0,1,0,0,-12.0122385,106,278.44,0,31/10/2022,10215
0,1,0,0,-16.832441,1,42.28,0,31/10/2022,10216
1,0,0,0,-0.13431679,231,2635.09,38,31/10/2022,10217
0,1,0,0,-8.137657,0,70.49,0,31/10/2022,10218
0,1,45.95,1,-3.4072683,0,29.9,1,31/10/2022,10219
0,1,0,0,-22.856876,0,16.83,0,31/10/2022,10220
0,0,0,0,-1.0266888,194,176.22,12,31/10/2022,10221
0,1,56.99,1,-12.379227,27,23.12,4,31/10/2022,10222
0,0,0,0,,,36.08,6,31/10/2022,10223
0,1,0,0,-4.7017074,0,72,0,31/10/2022,10224
0,1,0,0,-53.72368,0,28.94,0,31/10/2022,10225
1,0,0,0,-32.428116,79,15.04,15,31/10/2022,10226
0,1,0,0,-6.4510126,32,14.19,1,31/10/2022,10227
0,1,0,0,-9.032846,28,252.43,4,31/10/2022,10228
1,0,0,0,,30,10.91,1,31/10/2022,10229
0,0,187.65,1,-5.7469044,0,168.47,6,31/10/2022,10230
1,0,0,0,,133,70.6,32,31/10/2022,10231
0,1,109.33,1,-5.2614985,0,321.78,12,31/10/2022,10232
0,1,0,0,,,156.76,6,31/10/2022,10233
0,1,0,0,,,186.07,4,31/10/2022,10234
0,1,42,0,-11.520247,60,77.17,1,31/10/2022,10235
0,1,0,0,-15.353395,54,88.36,0,31/10/2022,10236
1,1,0,0,-1.8558351,105,519.81,19,31/10/2022,10237
0,1,0,1,-22.757782,45,3.17,4,31/10/2022,10238
0,1,0,0,-11.031842,13,66,4,31/10/2022,10239
0,1,0,0,-16.915022,107,39.66,0,31/10/2022,10240
1,1,0,0,,321,1253.22,38,31/10/2022,10241
0,0,0,0,-10.088437,30,157.35,0,31/10/2022,10242
0,1,0,0,-22.57525,12,25.88,4,31/10/2022,10243
0,1,0,0,-1.8228792,242,476.73,21,31/10/2022,10244
1,0,114.55,1,-0.31784838,0,6335.95,6,31/10/2022,10245
1,0,0,0,,238,1676.15,28,31/10/2022,10246
0,1,154.64,1,-6.1006737,0,92.41,2,31/10/2022,10247
0,1,0,0,-11.071231,31,26.22,1,31/10/2022,10248
0,1,0,1,-1.1693233,12,202.67,4,31/10/2022,10249
0,1,0,0,-8.31594,0,168.42,0,31/10/2022,10250
0,1,0,0,-0.81808263,255,1310.16,14,31/10/2022,10251
0,0,0,0,-27.24606,0,168.25,1,31/10/2022,10252
0,1,42.5,1,,177,1071.75,99,31/10/2022,10253
0,1,28.01,0,-0.3657844,323,1345.99,31,31/10/2022,10254
0,1,501.23,1,-0.817962,0,1180.96,28,31/10/2022,10255
0,1,0,0,-37.97395,0,6.89,0,31/10/2022,10256
1,0,0,0,,323,2536.15,3,31/10/2022,10257
0,1,0,0,-0.98642445,253,1218.68,14,31/10/2022,10258
1,0,0,0,-0.4528039,3,18.71,2,31/10/2022,10259
0,0,0,0,,48,140.01,8,31/10/2022,10260
0,0,22.54,1,-1.8429952,35,56.24,0,31/10/2022,10261
1,1,0,0,-1.5156108,216,88.97,35,31/10/2022,10262
0,1,0,0,-13.414211,0,113.56,1,31/10/2022,10263
0,1,464.83,1,-15.774372,0,248.7,3,31/10/2022,10264
1,0,0,0,,26,119.52,4,31/10/2022,10265
0,1,40,1,-1.1284878,0,603.21,34,31/10/2022,10266
0,0,130,1,-15.908425,0,103.35,1,31/10/2022,10267
0,1,254.51,1,-37.61992,0,34.78,1,31/10/2022,10268
0,1,42,1,-17.65511,158,11.92,0,31/10/2022,10269
0,1,7.15,1,-8.691472,18,93.07,1,31/10/2022,10270
0,0,0,0,-5.141876,27,24.96,2,31/10/2022,10271
0,1,60.42,1,-2.042667,0,257.42,18,31/10/2022,10272
1,0,0,0,,,19,22,31/10/2022,10273
1,1,0,0,,323,963.38,37,31/10/2022,10274
0,0,327.51,1,-12.8772135,0,216.41,0,31/10/2022,10275
0,1,0,0,-31.649616,62,52.56,1,31/10/2022,10276
0,1,0,0,-14.752368,17,66,4,31/10/2022,10277
0,1,83,1,-2.7326527,0,451.31,48,31/10/2022,10278
1,0,0,0,-0.3802965,132,713.12,23,31/10/2022,10279
1,1,20,1,-1.0952381,,200,32,31/10/2022,10280
0,0,0,0,-0.47328213,312,2405.05,16,31/10/2022,10281
0,0,33,1,-2.4860032,262,479.4,17,31/10/2022,10282
0,1,0,0,-33.054268,0,57.81,0,31/10/2022,10283
0,1,0,0,,,64.21,0,31/10/2022,10284
0,1,309.61,1,-22.53289,0,132.75,1,31/10/2022,10285
1,0,200,0,,48,664.77,2,31/10/2022,10286
1,0,0,0,,0,1.41,1,31/10/2022,10287
0,1,0,0,-33.125973,0,22.15,0,31/10/2022,10288
0,0,0,0,-0.9354523,35,204.57,4,31/10/2022,10289
0,0,0,0,-15.487705,180,53.85,4,31/10/2022,10290
0,1,133,1,-1.769113,265,427.53,18,31/10/2022,10291
1,1,0,0,-8.445328,,47.89,87,31/10/2022,10292
0,1,0,0,-19.855997,62,48.61,1,31/10/2022,10293
0,1,108.58,1,-6.2442274,0,174.5,13,31/10/2022,10294
1,0,0,0,,252,892.74,32,31/10/2022,10295
1,0,0,0,,0,489.75,1,31/10/2022,10296
0,1,163.87,1,-3.7443957,0,293.79,11,31/10/2022,10297
1,1,0,0,,308,61.01,30,31/10/2022,10298
0,1,0,0,-3.790988,223,226.35,6,31/10/2022,10299
0,1,0,0,-28.78475,187,38.13,3,31/10/2022,10300
1,1,0,0,-1.7777778,,80,12,31/10/2022,10301
1,1,19.78,1,-1.664827,,138.58,68,31/10/2022,10302
0,0,8.93,1,-2.3900146,0,71.92,0,31/10/2022,10303
1,0,0,0,,,7.54,0,31/10/2022,10304
0,1,287.89,1,-13.939184,0,152.95,6,31/10/2022,10305
0,0,0,0,-0.33203322,210,1679.59,34,31/10/2022,10306
0,1,200,1,-1.0913488,67,304.29,7,31/10/2022,10307
0,1,108.68,1,-7.833785,80,119.17,4,31/10/2022,10308
0,1,0,0,-6.557876,132,96.78,2,31/10/2022,10309
1,1,0,0,-2.0332825,117,331.32,12,31/10/2022,10310
0,1,0,0,-20.648138,4,65.2,1,31/10/2022,10311
0,1,313.57,1,-6.320595,0,352.42,16,31/10/2022,10312
0,1,0,0,-29.436325,27,9.16,0,31/10/2022,10313
1,1,0,0,,336,1587.01,77,31/10/2022,10314
1,1,0,0,,336,242.42,134,31/10/2022,10315
0,1,0,0,-12.461845,0,112.66,1,31/10/2022,10316
0,1,51.77,1,-15.915717,0,49.68,4,31/10/2022,10317
0,1,12.75,0,-4.0787783,336,130.14,16,31/10/2022,10318
0,1,188.55,1,-77.908646,0,8.39,1,31/10/2022,10319
0,1,232.9,1,-5.9361835,0,300.89,7,31/10/2022,10320
1,1,0,0,-0.29017365,209,442.66,18,31/10/2022,10321
0,0,142.65,1,-5.3728766,0,210.77,5,31/10/2022,10322
0,1,0,0,-102.381256,76,12.19,3,31/10/2022,10323
0,1,0,0,-39.260525,0,66,4,31/10/2022,10324
0,1,0,1,-2.2346573,0,394.59,24,31/10/2022,10325
0,0,0,0,-14.233917,3,98.97,0,31/10/2022,10326
1,1,0,0,-0.035119705,,6539.03,12,31/10/2022,10327
0,1,0,0,-15.838306,0,89.2,1,31/10/2022,10328
0,0,67.02,1,-5.8279543,0,76.14,6,31/10/2022,10329
1,0,0,0,-0.042599987,17,2008.78,4,31/10/2022,10330
1,1,0,0,,125,9822.13,315,31/10/2022,10331
1,0,0,0,,,8.14,83,31/10/2022,10332
0,1,0,0,,64,24.32,2,31/10/2022,10333
1,1,0,0,,134,26.11,25,31/10/2022,10334
0,0,27.5,1,,3,42.75,2,31/10/2022,10335
0,0,83,1,-91.213715,0,7.5,11,31/10/2022,10336
0,1,0,0,-42.71564,76,14.23,4,31/10/2022,10337
0,1,0,0,,,18.78,0,31/10/2022,10338
0,1,63,0,-1.789291,236,258,20,31/10/2022,10339
0,1,53.79,1,-6.1814194,0,126.7,7,31/10/2022,10340
1,1,0,0,,252,438.82,104,31/10/2022,10341
1,0,0,0,,0,3.87,0,31/10/2022,10342
0,0,90,1,-3.534817,0,209.72,6,31/10/2022,10343
0,1,0,0,,191,852.27,36,31/10/2022,10344
